Region,RMSE,MAE,R2
天津市,806.8073737402955,803.9895828747564,-71.5534715645523
上海市,1272.8118264562897,1211.950181370286,-18.16469519571278
海南省,327.6312092771289,313.3577464916645,0.038290126035748884
