Region,RMSE,MAE,R2,mae_to_adjust
天津市,48.18861947932468,43.307723199367864,0.7411742688987821,43.307723199367864
上海市,145.39966169344552,136.01191358039705,0.7499077092156107,136.01191358039705
海南省,167.0449041425688,131.6,0.75,131.6
宁夏,137.1093912406521,130.1554892137934,0.16626817605188027,130.1554892137934
