Region,RMSE,MAE,R2,mae_to_adjust
福建省,80.32938919412075,72.48535115468137,0.9782303137012796,72.48535115468137
广东省,323.8127546612182,285.5171297750955,0.9753521237665298,285.5171297750955
甘肃省,494.8687993567026,462.85743377647185,-4.25345650799606,462.85743377647185
青海省,79.4220945479694,74.66040341824646,0.9095057848486483,74.66040341824646
